"Date.Local","Arithmetic.Mean","X1st.Max.Value","X1st.Max.Hour","County.Name","City.Name"
"2023-04-23","0.43275","0.751","21","Broward","Fort Lauderdale"
"2023-04-24","0.44225","0.76","6","Broward","Fort Lauderdale"
"2023-04-25","0.422917","0.741","6","Broward","Fort Lauderdale"
"2023-04-26","0.486167","1.246","6","Broward","Fort Lauderdale"
"2023-04-27","0.487136","1.057","6","Broward","Fort Lauderdale"
"2023-04-28","0.467708","1.026","6","Broward","Fort Lauderdale"
"2023-04-29","0.439208","0.879","6","Broward","Fort Lauderdale"
"2023-04-30","0.160458","0.416","0","Broward","Fort Lauderdale"
"2023-05-01","0.283583","0.709","17","Broward","Fort Lauderdale"
"2023-05-02","0.233792","0.515","6","Broward","Fort Lauderdale"
"2023-05-03","0.2675","0.806","19","Broward","Fort Lauderdale"
"2023-05-04","0.414208","0.825","21","Broward","Fort Lauderdale"
"2023-05-05","0.659542","1.256","5","Broward","Fort Lauderdale"
"2023-05-06","0.56425","0.932","6","Broward","Fort Lauderdale"
"2023-05-07","0.407208","0.533","18","Broward","Fort Lauderdale"
"2023-05-08","0.505708","0.838","6","Broward","Fort Lauderdale"
"2023-05-09","0.576833","0.985","6","Broward","Fort Lauderdale"
"2023-05-10","0.508542","0.677","14","Broward","Fort Lauderdale"
"2023-05-11","0.492818","0.9","5","Broward","Fort Lauderdale"
"2023-05-12","0.505333","0.889","22","Broward","Fort Lauderdale"
"2023-05-13","0.71625","1.26","11","Broward","Fort Lauderdale"
"2023-05-14","0.497583","0.6","0","Broward","Fort Lauderdale"
"2023-05-15","0.564958","1.316","6","Broward","Fort Lauderdale"
"2023-05-16","0.514292","0.962","22","Broward","Fort Lauderdale"
"2023-05-17","0.388708","0.964","19","Broward","Fort Lauderdale"
"2023-05-18","0.551917","1.319","19","Broward","Fort Lauderdale"
"2023-05-19","0.65175","0.959","20","Broward","Fort Lauderdale"
"2023-05-20","0.729583","0.948","6","Broward","Fort Lauderdale"
"2023-05-21","0.60525","0.763","22","Broward","Fort Lauderdale"
"2023-05-22","0.472208","0.655","14","Broward","Fort Lauderdale"
"2023-05-23","0.587708","0.969","14","Broward","Fort Lauderdale"
"2023-05-24","0.545833","0.747","11","Broward","Fort Lauderdale"
"2023-05-25","0.550773","0.972","20","Broward","Fort Lauderdale"
"2023-05-26","0.585083","1.25","6","Broward","Fort Lauderdale"
"2023-05-27","0.559667","1.049","22","Broward","Fort Lauderdale"
"2023-05-28","0.513708","0.964","19","Broward","Fort Lauderdale"
"2023-05-29","0.395125","0.729","15","Broward","Fort Lauderdale"
"2023-05-30","0.531042","0.858","5","Broward","Fort Lauderdale"
"2023-05-31","0.592167","0.94","7","Broward","Fort Lauderdale"
"2023-06-01","0.543333","0.901","1","Broward","Fort Lauderdale"
"2023-06-02","0.551958","1.053","19","Broward","Fort Lauderdale"
"2023-06-03","0.63625","0.978","19","Broward","Fort Lauderdale"
"2023-06-04","0.497958","0.719","9","Broward","Fort Lauderdale"
"2023-06-05","0.3655","0.594","18","Broward","Fort Lauderdale"
"2023-06-06","0.556471","0.837","6","Broward","Fort Lauderdale"
"2023-06-07","0.418083","1.134","6","Broward","Fort Lauderdale"
"2023-06-08","0.438958","0.89","14","Broward","Fort Lauderdale"
"2023-06-09","0.59075","1.455","22","Broward","Fort Lauderdale"
"2023-06-10","0.498125","1.2","22","Broward","Fort Lauderdale"
"2023-06-11","0.572833","0.899","18","Broward","Fort Lauderdale"
"2023-06-12","0.375917","1.268","6","Broward","Fort Lauderdale"
"2023-06-13","0.493292","1.015","1","Broward","Fort Lauderdale"
"2023-06-14","0.650409","1.14","6","Broward","Fort Lauderdale"
"2023-06-15","0.690875","1.303","5","Broward","Fort Lauderdale"
"2023-06-16","0.348542","1.109","5","Broward","Fort Lauderdale"
"2023-06-17","0.390708","0.771","19","Broward","Fort Lauderdale"
"2023-06-18","0.244417","0.711","2","Broward","Fort Lauderdale"
"2023-06-19","0.296875","0.612","23","Broward","Fort Lauderdale"
"2023-06-20","0.5695","1.61","6","Broward","Fort Lauderdale"
"2023-06-21","0.62575","1.052","5","Broward","Fort Lauderdale"
"2023-06-22","0.715","1.194","6","Broward","Fort Lauderdale"
"2023-06-23","0.804083","1.2","5","Broward","Fort Lauderdale"
"2023-06-24","0.698708","1.221","6","Broward","Fort Lauderdale"
"2023-06-25","0.698375","1.143","22","Broward","Fort Lauderdale"
"2023-06-26","0.768042","1.52","0","Broward","Fort Lauderdale"
"2023-06-27","0.5405","0.997","6","Broward","Fort Lauderdale"
"2023-06-28","0.421545","0.85","18","Broward","Fort Lauderdale"
"2023-06-29","0.547583","1.133","21","Broward","Fort Lauderdale"
"2023-06-30","0.777917","1.102","5","Broward","Fort Lauderdale"
"2023-01-01","0.573684","0.9","5","Broward","Fort Lauderdale"
"2023-01-02","0.583333","0.8","3","Broward","Fort Lauderdale"
"2023-01-03","0.45","0.6","17","Broward","Fort Lauderdale"
"2023-01-04","0.4625","0.6","19","Broward","Fort Lauderdale"
"2023-01-05","0.5","0.6","0","Broward","Fort Lauderdale"
"2023-01-06","0.305556","0.5","0","Broward","Fort Lauderdale"
"2023-01-07","0.329167","0.5","18","Broward","Fort Lauderdale"
"2023-01-08","0.504167","1.1","23","Broward","Fort Lauderdale"
"2023-01-09","0.679167","1.4","3","Broward","Fort Lauderdale"
"2023-01-10","0.375","0.7","0","Broward","Fort Lauderdale"
"2023-01-11","0.441667","0.8","21","Broward","Fort Lauderdale"
"2023-01-12","0.616667","0.8","0","Broward","Fort Lauderdale"
"2023-01-13","0.408333","0.7","3","Broward","Fort Lauderdale"
"2023-01-14","0.166667","0.2","0","Broward","Fort Lauderdale"
"2023-01-15","0.220833","0.4","23","Broward","Fort Lauderdale"
"2023-01-16","0.720833","1.8","23","Broward","Fort Lauderdale"
"2023-01-17","1.195833","2.4","2","Broward","Fort Lauderdale"
"2023-01-18","0.941667","1.3","3","Broward","Fort Lauderdale"
"2023-01-19","0.533333","0.6","0","Broward","Fort Lauderdale"
"2023-01-20","0.545833","0.8","20","Broward","Fort Lauderdale"
"2023-01-21","0.754167","0.9","8","Broward","Fort Lauderdale"
"2023-01-22","0.383333","0.7","0","Broward","Fort Lauderdale"
"2023-01-23","0.291667","0.4","0","Broward","Fort Lauderdale"
"2023-01-24","0.284615","0.3","0","Broward","Fort Lauderdale"
"2023-01-25","0.3625","0.5","13","Broward","Fort Lauderdale"
"2023-01-26","0.254167","0.3","0","Broward","Fort Lauderdale"
"2023-01-27","0.258333","0.4","18","Broward","Fort Lauderdale"
"2023-01-28","0.375","0.5","18","Broward","Fort Lauderdale"
"2023-01-29","0.358333","0.4","0","Broward","Fort Lauderdale"
"2023-01-30","0.4875","0.6","12","Broward","Fort Lauderdale"
"2023-01-31","0.5","0.6","11","Broward","Fort Lauderdale"
"2023-02-01","0.4875","0.7","22","Broward","Fort Lauderdale"
"2023-02-02","0.620833","0.8","7","Broward","Fort Lauderdale"
"2023-02-03","0.3375","0.5","0","Broward","Fort Lauderdale"
"2023-02-04","0.254167","0.3","11","Broward","Fort Lauderdale"
"2023-02-05","0.245833","0.4","22","Broward","Fort Lauderdale"
"2023-02-06","0.366667","0.5","16","Broward","Fort Lauderdale"
"2023-02-07","0.391667","0.5","18","Broward","Fort Lauderdale"
"2023-02-08","0.408333","0.5","10","Broward","Fort Lauderdale"
"2023-02-09","0.408333","0.5","12","Broward","Fort Lauderdale"
"2023-02-10","0.441667","0.6","21","Broward","Fort Lauderdale"
"2023-02-11","0.458333","0.6","0","Broward","Fort Lauderdale"
"2023-02-12","0.158333","0.4","0","Broward","Fort Lauderdale"
"2023-02-13","0.195833","0.6","23","Broward","Fort Lauderdale"
"2023-02-14","0.475","0.7","0","Broward","Fort Lauderdale"
"2023-02-15","0.425","0.5","0","Broward","Fort Lauderdale"
"2023-02-16","0.4125","0.5","12","Broward","Fort Lauderdale"
"2023-02-17","0.520833","0.9","21","Broward","Fort Lauderdale"
"2023-02-18","0.470833","0.9","0","Broward","Fort Lauderdale"
"2023-02-19","0.475","0.6","18","Broward","Fort Lauderdale"
"2023-02-20","0.358333","0.5","0","Broward","Fort Lauderdale"
"2023-02-21","0.325","0.6","20","Broward","Fort Lauderdale"
"2023-02-22","0.6125","0.8","7","Broward","Fort Lauderdale"
"2023-02-23","0.545833","0.7","0","Broward","Fort Lauderdale"
"2023-02-24","0.520833","0.7","20","Broward","Fort Lauderdale"
"2023-02-25","0.704167","0.9","7","Broward","Fort Lauderdale"
"2023-02-26","0.479167","0.7","0","Broward","Fort Lauderdale"
"2023-02-27","0.304167","0.5","0","Broward","Fort Lauderdale"
"2023-02-28","0.2375","0.3","0","Broward","Fort Lauderdale"
"2023-03-01","0.504167","0.7","12","Broward","Fort Lauderdale"
"2023-03-02","0.5375","0.6","0","Broward","Fort Lauderdale"
"2023-03-03","0.495833","0.6","0","Broward","Fort Lauderdale"
"2023-03-04","0.345833","0.7","2","Broward","Fort Lauderdale"
"2023-03-05","0.483333","0.6","6","Broward","Fort Lauderdale"
"2023-03-06","0.45","0.7","19","Broward","Fort Lauderdale"
"2023-03-07","0.375","0.7","20","Broward","Fort Lauderdale"
"2023-03-08","0.370833","0.6","0","Broward","Fort Lauderdale"
"2023-03-09","0.441667","0.5","0","Broward","Fort Lauderdale"
"2023-03-10","0.458333","0.5","0","Broward","Fort Lauderdale"
"2023-03-11","0.245833","0.5","23","Broward","Fort Lauderdale"
"2023-03-12","0.4875","0.6","1","Broward","Fort Lauderdale"
"2023-03-13","0.225","0.3","7","Broward","Fort Lauderdale"
"2023-03-14","0.295833","0.5","18","Broward","Fort Lauderdale"
"2023-03-15","0.379167","0.5","0","Broward","Fort Lauderdale"
"2023-03-16","0.379167","0.5","19","Broward","Fort Lauderdale"
"2023-03-17","0.4375","0.6","22","Broward","Fort Lauderdale"
"2023-03-18","0.554167","0.7","6","Broward","Fort Lauderdale"
"2023-03-19","0.383333","0.5","9","Broward","Fort Lauderdale"
"2023-03-20","0.2625","0.4","18","Broward","Fort Lauderdale"
"2023-03-21","0.35","0.5","14","Broward","Fort Lauderdale"
"2023-03-22","0.4125","0.5","11","Broward","Fort Lauderdale"
"2023-03-23","0.408333","0.5","16","Broward","Fort Lauderdale"
"2023-03-24","0.479167","0.6","10","Broward","Fort Lauderdale"
"2023-03-25","0.4875","0.6","19","Broward","Fort Lauderdale"
"2023-03-26","0.475","0.6","0","Broward","Fort Lauderdale"
"2023-03-27","0.454167","0.6","12","Broward","Fort Lauderdale"
"2023-03-28","0.3875","0.5","16","Broward","Fort Lauderdale"
"2023-03-29","0.379167","0.5","16","Broward","Fort Lauderdale"
"2023-03-30","0.429167","0.5","8","Broward","Fort Lauderdale"
"2023-03-31","0.3875","0.5","18","Broward","Fort Lauderdale"
"2023-04-01","0.4125","0.5","0","Broward","Fort Lauderdale"
"2023-04-02","0.266667","0.5","20","Broward","Fort Lauderdale"
"2023-04-03","0.433333","0.5","9","Broward","Fort Lauderdale"
"2023-04-04","0.435294","0.6","10","Broward","Fort Lauderdale"
"2023-04-05","0.358333","0.5","11","Broward","Fort Lauderdale"
"2023-04-06","0.358333","0.5","18","Broward","Fort Lauderdale"
"2023-04-07","0.4","0.5","12","Broward","Fort Lauderdale"
"2023-04-08","0.45","0.5","0","Broward","Fort Lauderdale"
"2023-04-09","0.2875","0.5","0","Broward","Fort Lauderdale"
"2023-04-10","0.270833","0.4","13","Broward","Fort Lauderdale"
"2023-04-11","0.266667","0.3","8","Broward","Fort Lauderdale"
"2023-04-12","0.2625","0.3","9","Broward","Fort Lauderdale"
"2023-04-13","0.429167","0.5","9","Broward","Fort Lauderdale"
"2023-04-14","0.558333","0.7","22","Broward","Fort Lauderdale"
"2023-04-15","0.608333","0.7","1","Broward","Fort Lauderdale"
"2023-04-16","0.433333","0.6","0","Broward","Fort Lauderdale"
"2023-04-17","0.429167","0.5","9","Broward","Fort Lauderdale"
"2023-04-18","0.325","0.5","19","Broward","Fort Lauderdale"
"2023-04-19","0.4","0.5","17","Broward","Fort Lauderdale"
"2023-04-20","0.375","0.5","11","Broward","Fort Lauderdale"
"2023-04-21","0.454167","0.6","21","Broward","Fort Lauderdale"
"2023-04-22","0.4375","0.6","21","Broward","Fort Lauderdale"
"2023-04-23","0.408333","0.5","0","Broward","Fort Lauderdale"
"2023-04-24","0.491667","0.6","0","Broward","Fort Lauderdale"
"2023-04-25","0.408333","0.5","9","Broward","Fort Lauderdale"
"2023-04-26","0.495833","0.7","10","Broward","Fort Lauderdale"
"2023-04-27","0.483333","0.7","10","Broward","Fort Lauderdale"
"2023-04-28","0.4625","0.6","9","Broward","Fort Lauderdale"
"2023-04-29","0.4625","0.6","5","Broward","Fort Lauderdale"
"2023-04-30","0.1625","0.3","0","Broward","Fort Lauderdale"
"2023-05-01","0.275","0.5","18","Broward","Fort Lauderdale"
"2023-05-02","0.241667","0.4","0","Broward","Fort Lauderdale"
"2023-05-03","0.258333","0.4","19","Broward","Fort Lauderdale"
"2023-05-04","0.366667","0.7","21","Broward","Fort Lauderdale"
"2023-05-05","0.670833","0.8","7","Broward","Fort Lauderdale"
"2023-05-06","0.579167","0.7","5","Broward","Fort Lauderdale"
"2023-05-07","0.4125","0.5","15","Broward","Fort Lauderdale"
"2023-05-08","0.504167","0.6","11","Broward","Fort Lauderdale"
"2023-05-09","0.558333","0.6","7","Broward","Fort Lauderdale"
"2023-05-10","0.504167","0.6","15","Broward","Fort Lauderdale"
"2023-05-11","0.508333","0.7","11","Broward","Fort Lauderdale"
"2023-05-12","0.4625","0.6","21","Broward","Fort Lauderdale"
"2023-05-13","0.7125","0.9","12","Broward","Fort Lauderdale"
"2023-05-14","0.533333","0.6","0","Broward","Fort Lauderdale"
"2023-05-15","0.554167","0.7","9","Broward","Fort Lauderdale"
"2023-05-16","0.483333","0.8","22","Broward","Fort Lauderdale"
"2023-05-17","0.433333","0.7","0","Broward","Fort Lauderdale"
"2023-05-18","0.495833","0.8","22","Broward","Fort Lauderdale"
"2023-05-19","0.641667","0.8","1","Broward","Fort Lauderdale"
"2023-05-20","0.741667","0.8","0","Broward","Fort Lauderdale"
"2023-05-21","0.608333","0.7","0","Broward","Fort Lauderdale"
"2023-05-22","0.5125","0.6","0","Broward","Fort Lauderdale"
"2023-05-23","0.575","0.8","19","Broward","Fort Lauderdale"
"2023-05-24","0.55","0.6","0","Broward","Fort Lauderdale"
"2023-05-25","0.529167","0.7","22","Broward","Fort Lauderdale"
"2023-05-26","0.6125","0.8","12","Broward","Fort Lauderdale"
"2023-05-27","0.475","0.9","21","Broward","Fort Lauderdale"
"2023-05-28","0.591667","0.9","0","Broward","Fort Lauderdale"
"2023-05-29","0.383333","0.6","20","Broward","Fort Lauderdale"
"2023-05-30","0.55","0.7","12","Broward","Fort Lauderdale"
"2023-05-31","0.5625","0.7","10","Broward","Fort Lauderdale"
"2023-06-01","0.566667","0.7","2","Broward","Fort Lauderdale"
"2023-06-02","0.5125","0.7","22","Broward","Fort Lauderdale"
"2023-06-03","0.608333","0.9","21","Broward","Fort Lauderdale"
"2023-06-04","0.566667","0.8","0","Broward","Fort Lauderdale"
"2023-06-05","0.358333","0.5","0","Broward","Fort Lauderdale"
"2023-06-06","0.485714","0.7","20","Broward","Fort Lauderdale"
"2023-06-07","0.441667","0.6","0","Broward","Fort Lauderdale"
"2023-06-08","0.45","0.6","17","Broward","Fort Lauderdale"
"2023-06-09","0.466667","1","22","Broward","Fort Lauderdale"
"2023-06-10","0.541667","1","0","Broward","Fort Lauderdale"
"2023-06-11","0.625","0.7","0","Broward","Fort Lauderdale"
"2023-06-12","0.4","0.5","0","Broward","Fort Lauderdale"
"2023-06-13","0.45","0.6","23","Broward","Fort Lauderdale"
"2023-06-14","0.679167","0.8","6","Broward","Fort Lauderdale"
"2023-06-15","0.691667","0.8","6","Broward","Fort Lauderdale"
"2023-06-16","0.366667","0.6","0","Broward","Fort Lauderdale"
"2023-06-17","0.366667","0.5","19","Broward","Fort Lauderdale"
"2023-06-18","0.295833","0.6","2","Broward","Fort Lauderdale"
"2023-06-19","0.258333","0.4","21","Broward","Fort Lauderdale"
"2023-06-20","0.595833","0.8","10","Broward","Fort Lauderdale"
"2023-06-21","0.583333","0.8","12","Broward","Fort Lauderdale"
"2023-06-22","0.683333","0.8","10","Broward","Fort Lauderdale"
"2023-06-23","0.791667","0.9","10","Broward","Fort Lauderdale"
"2023-06-24","0.725","0.9","10","Broward","Fort Lauderdale"
"2023-06-25","0.679167","0.8","5","Broward","Fort Lauderdale"
"2023-06-26","0.7625","1","2","Broward","Fort Lauderdale"
"2023-06-27","0.583333","0.8","0","Broward","Fort Lauderdale"
"2023-06-28","0.429167","0.7","19","Broward","Fort Lauderdale"
"2023-06-29","0.495833","0.8","23","Broward","Fort Lauderdale"
"2023-06-30","0.766667","0.9","2","Broward","Fort Lauderdale"
"2023-07-01","0.8","0.8","0","Broward","Fort Lauderdale"
"2023-01-01","0.670833","1.2","20","Duval","Jacksonville"
"2023-01-02","0.679167","1.4","3","Duval","Jacksonville"
"2023-01-03","0.620833","0.8","7","Duval","Jacksonville"
"2023-01-04","0.541667","0.7","6","Duval","Jacksonville"
"2023-01-05","0.570833","0.8","18","Duval","Jacksonville"
"2023-01-06","0.608333","1.3","22","Duval","Jacksonville"
"2023-01-07","0.833333","1.4","0","Duval","Jacksonville"
"2023-01-08","0.804167","1.4","2","Duval","Jacksonville"
"2023-01-09","0.591667","0.9","18","Duval","Jacksonville"
"2023-01-10","0.731579","1.1","7","Duval","Jacksonville"
"2023-01-11","0.479167","1.1","7","Duval","Jacksonville"
"2023-01-12","0.375","0.6","6","Duval","Jacksonville"
"2023-01-13","0.3125","0.4","6","Duval","Jacksonville"
"2023-01-14","0.404167","0.6","19","Duval","Jacksonville"
"2023-01-15","0.454167","0.8","22","Duval","Jacksonville"
"2023-01-16","0.766667","1.4","7","Duval","Jacksonville"
"2023-01-17","0.591667","0.8","4","Duval","Jacksonville"
"2023-01-18","0.554167","0.8","7","Duval","Jacksonville"
"2023-01-19","0.566667","0.8","7","Duval","Jacksonville"
"2023-01-20","0.5875","1.1","19","Duval","Jacksonville"
"2023-01-21","0.470833","0.7","1","Duval","Jacksonville"
"2023-01-22","0.483333","0.6","15","Duval","Jacksonville"
"2023-01-23","0.470833","0.6","17","Duval","Jacksonville"
"2023-01-24","0.475","0.7","22","Duval","Jacksonville"
"2023-01-25","0.516667","0.7","15","Duval","Jacksonville"
"2023-01-26","0.5","0.6","17","Duval","Jacksonville"
"2023-01-27","0.579167","1.1","22","Duval","Jacksonville"
"2023-01-28","0.566667","1","0","Duval","Jacksonville"
"2023-01-29","0.55","0.7","15","Duval","Jacksonville"
"2023-01-30","0.7375","1.1","19","Duval","Jacksonville"
"2023-01-31","0.683333","0.9","23","Duval","Jacksonville"
"2023-02-01","0.725","0.9","7","Duval","Jacksonville"
"2023-02-02","0.6875","0.8","6","Duval","Jacksonville"
"2023-02-03","0.558333","1","20","Duval","Jacksonville"
"2023-02-04","0.491667","1","0","Duval","Jacksonville"
"2023-02-05","0.483333","0.7","22","Duval","Jacksonville"
"2023-02-06","0.675","1","7","Duval","Jacksonville"
"2023-02-07","0.670833","1.1","7","Duval","Jacksonville"
"2023-02-08","0.645833","1","8","Duval","Jacksonville"
"2023-02-09","0.514286","0.8","6","Duval","Jacksonville"
"2023-02-10","0.441667","0.6","6","Duval","Jacksonville"
"2023-02-11","0.333333","0.5","0","Duval","Jacksonville"
"2023-02-12","0.270833","0.3","0","Duval","Jacksonville"
"2023-02-13","0.420833","0.8","21","Duval","Jacksonville"
"2023-02-14","0.483333","1.1","7","Duval","Jacksonville"
"2023-02-15","0.508333","0.8","4","Duval","Jacksonville"
"2023-02-16","0.533333","0.8","7","Duval","Jacksonville"
"2023-02-17","0.475","0.6","6","Duval","Jacksonville"
"2023-02-18","0.3","0.4","10","Duval","Jacksonville"
"2023-02-19","0.458333","0.6","15","Duval","Jacksonville"
"2023-02-20","0.504167","0.7","7","Duval","Jacksonville"
"2023-02-21","0.520833","0.6","6","Duval","Jacksonville"
"2023-02-22","0.575","0.9","21","Duval","Jacksonville"
"2023-02-23","0.675","1","6","Duval","Jacksonville"
"2023-02-24","0.608333","0.7","6","Duval","Jacksonville"
"2023-02-25","0.616667","0.9","19","Duval","Jacksonville"
"2023-02-26","0.595833","0.8","0","Duval","Jacksonville"
"2023-02-27","0.508333","0.6","6","Duval","Jacksonville"
"2023-02-28","0.554167","0.7","15","Duval","Jacksonville"
"2023-03-01","0.604167","0.8","18","Duval","Jacksonville"
"2023-03-02","0.643478","0.9","23","Duval","Jacksonville"
"2023-03-03","0.65","0.8","0","Duval","Jacksonville"
"2023-03-04","0.604167","0.9","20","Duval","Jacksonville"
"2023-03-05","0.525","0.6","0","Duval","Jacksonville"
"2023-03-06","0.595833","0.9","7","Duval","Jacksonville"
"2023-03-07","0.7","1","23","Duval","Jacksonville"
"2023-03-08","0.428571","0.8","0","Duval","Jacksonville"
"2023-03-09","0.4125","0.8","7","Duval","Jacksonville"
"2023-03-10","0.475","0.6","15","Duval","Jacksonville"
"2023-03-11","0.416667","0.6","23","Duval","Jacksonville"
"2023-03-12","0.529167","0.7","0","Duval","Jacksonville"
"2023-03-13","0.4875","0.9","20","Duval","Jacksonville"
"2023-03-14","0.3625","0.5","18","Duval","Jacksonville"
"2023-03-15","0.425","0.9","23","Duval","Jacksonville"
"2023-03-16","0.6","1.1","6","Duval","Jacksonville"
"2023-03-17","0.541667","0.8","6","Duval","Jacksonville"
"2023-03-18","0.470833","0.6","10","Duval","Jacksonville"
"2023-03-19","0.416667","0.6","18","Duval","Jacksonville"
"2023-03-20","0.416667","0.6","21","Duval","Jacksonville"
"2023-03-21","0.508333","0.7","0","Duval","Jacksonville"
"2023-03-22","0.545833","0.7","7","Duval","Jacksonville"
"2023-03-23","0.616667","1","6","Duval","Jacksonville"
"2023-03-24","0.65","0.8","5","Duval","Jacksonville"
"2023-03-25","0.645833","0.7","8","Duval","Jacksonville"
"2023-03-26","0.6375","0.8","18","Duval","Jacksonville"
"2023-03-27","0.675","0.8","5","Duval","Jacksonville"
"2023-03-28","0.7","1.1","5","Duval","Jacksonville"
"2023-03-29","0.504167","0.6","22","Duval","Jacksonville"
"2023-03-30","0.583333","0.9","4","Duval","Jacksonville"
"2023-03-31","0.6625","1","6","Duval","Jacksonville"
"2023-04-01","0.6625","0.7","6","Duval","Jacksonville"
"2023-04-02","0.629167","0.7","6","Duval","Jacksonville"
"2023-04-03","0.729167","0.8","5","Duval","Jacksonville"
"2023-04-04","0.725","1.2","7","Duval","Jacksonville"
"2023-04-05","0.695833","0.9","5","Duval","Jacksonville"
"2023-04-06","0.433333","0.7","5","Duval","Jacksonville"
"2023-04-07","0.345833","0.6","7","Duval","Jacksonville"
"2023-04-08","0.295833","0.4","9","Duval","Jacksonville"
"2023-04-09","0.258333","1.2","22","Duval","Jacksonville"
"2023-04-10","0.2","0.2","0","Duval","Jacksonville"
"2023-04-11","0.208333","0.3","7","Duval","Jacksonville"
"2023-04-12","0.225","0.3","0","Duval","Jacksonville"
"2023-04-13","0.370833","0.5","11","Duval","Jacksonville"
"2023-04-14","0.445833","0.7","5","Duval","Jacksonville"
"2023-04-15","0.408333","0.6","5","Duval","Jacksonville"
"2023-04-16","0.379167","0.5","15","Duval","Jacksonville"
"2023-04-17","0.35","0.5","20","Duval","Jacksonville"
"2023-04-18","0.375","0.7","6","Duval","Jacksonville"
"2023-04-19","0.516667","1.2","7","Duval","Jacksonville"
"2023-04-20","0.429167","0.7","6","Duval","Jacksonville"
"2023-04-21","0.416667","0.6","6","Duval","Jacksonville"
"2023-04-22","0.445833","0.5","5","Duval","Jacksonville"
"2023-04-23","0.3","0.4","7","Duval","Jacksonville"
"2023-04-24","0.375","0.5","6","Duval","Jacksonville"
"2023-04-25","0.4","0.5","6","Duval","Jacksonville"
"2023-04-26","0.395833","0.5","6","Duval","Jacksonville"
"2023-04-27","0.45","0.5","10","Duval","Jacksonville"
"2023-04-28","0.583333","0.8","6","Duval","Jacksonville"
"2023-04-29","0.529167","0.6","0","Duval","Jacksonville"
"2023-04-30","0.404167","0.5","16","Duval","Jacksonville"
"2023-05-01","0.470833","0.7","5","Duval","Jacksonville"
"2023-05-02","0.420833","0.5","5","Duval","Jacksonville"
"2023-05-03","0.425","0.6","20","Duval","Jacksonville"
"2023-05-04","0.447619","0.8","6","Duval","Jacksonville"
"2023-05-05","0.379167","0.6","6","Duval","Jacksonville"
"2023-05-06","0.35","0.5","22","Duval","Jacksonville"
"2023-05-07","0.370833","0.5","1","Duval","Jacksonville"
"2023-05-08","0.479167","0.8","5","Duval","Jacksonville"
"2023-05-09","0.541667","0.7","5","Duval","Jacksonville"
"2023-05-10","0.458333","0.6","5","Duval","Jacksonville"
"2023-05-11","0.4125","0.5","7","Duval","Jacksonville"
"2023-05-12","0.420833","0.6","8","Duval","Jacksonville"
"2023-05-13","0.425","0.6","22","Duval","Jacksonville"
"2023-05-14","0.416667","0.5","0","Duval","Jacksonville"
"2023-05-15","0.4125","0.5","6","Duval","Jacksonville"
"2023-05-16","0.55","0.9","21","Duval","Jacksonville"
"2023-05-17","0.547826","0.7","12","Duval","Jacksonville"
"2023-05-18","0.558333","0.9","6","Duval","Jacksonville"
"2023-05-19","0.425","0.5","3","Duval","Jacksonville"
"2023-05-20","0.429167","0.5","5","Duval","Jacksonville"
"2023-05-21","0.4875","0.7","2","Duval","Jacksonville"
"2023-05-22","0.441667","0.5","2","Duval","Jacksonville"
"2023-05-23","0.4375","0.5","4","Duval","Jacksonville"
"2023-05-24","0.4125","0.5","5","Duval","Jacksonville"
"2023-05-25","0.391667","0.6","6","Duval","Jacksonville"
"2023-05-26","0.379167","0.4","1","Duval","Jacksonville"
"2023-05-27","0.408333","0.7","21","Duval","Jacksonville"
"2023-05-28","0.495833","0.8","23","Duval","Jacksonville"
"2023-05-29","0.620833","0.8","21","Duval","Jacksonville"
"2023-05-30","0.654167","1.1","5","Duval","Jacksonville"
"2023-05-31","0.495833","0.6","0","Duval","Jacksonville"
"2023-06-01","0.390476","0.4","0","Duval","Jacksonville"
"2023-06-02","0.383333","0.4","4","Duval","Jacksonville"
"2023-06-03","0.4","0.4","0","Duval","Jacksonville"
"2023-06-04","0.383333","0.4","0","Duval","Jacksonville"
"2023-06-05","0.4","0.5","22","Duval","Jacksonville"
"2023-06-06","0.566667","0.9","6","Duval","Jacksonville"
"2023-06-07","0.620833","0.8","5","Duval","Jacksonville"
"2023-06-08","0.5375","0.6","5","Duval","Jacksonville"
"2023-06-09","0.591667","0.9","21","Duval","Jacksonville"
"2023-06-10","0.629167","1.1","6","Duval","Jacksonville"
"2023-06-11","0.623529","0.8","0","Duval","Jacksonville"
"2023-06-12","0.48125","0.6","17","Duval","Jacksonville"
"2023-06-13","0.491667","0.6","6","Duval","Jacksonville"
"2023-06-14","0.5","0.7","6","Duval","Jacksonville"
"2023-06-15","0.4375","0.6","19","Duval","Jacksonville"
"2023-06-16","0.516667","0.7","6","Duval","Jacksonville"
"2023-06-17","0.545833","1.1","8","Duval","Jacksonville"
"2023-06-18","0.479167","0.5","0","Duval","Jacksonville"
"2023-06-19","0.579167","1","6","Duval","Jacksonville"
"2023-06-20","0.6","0.8","20","Duval","Jacksonville"
"2023-06-21","0.547619","0.8","5","Duval","Jacksonville"
"2023-06-22","0.566667","0.7","5","Duval","Jacksonville"
"2023-06-23","0.5625","0.7","7","Duval","Jacksonville"
"2023-06-24","0.554167","0.8","18","Duval","Jacksonville"
"2023-06-25","0.591667","1","21","Duval","Jacksonville"
"2023-06-26","0.679167","1","6","Duval","Jacksonville"
